Y,Yt-1,Yt-2
17325,13187,19016
13187,19016,14743
19016,14743,13250
14743,13250,11399
13250,11399,16421
11399,16421,10729
16421,10729,16370
10729,16370,12152
16370,12152,10070
12152,10070,18527
10070,18527,12196
18527,12196,16153
12196,16153,17533
16153,17533,17499
17533,17499,17637
17499,17637,10449
17637,10449,17496
10449,17496,18757
17496,18757,13551
18757,13551,11458
13551,11458,16750
11458,16750,17282
16750,17282,14252
17282,14252,19891
14252,19891,15971
19891,15971,12910
15971,12910,17003
12910,17003,14736
17003,14736,13338
14736,13338,14667
13338,14667,12117
14667,12117,15090
12117,15090,12505
15090,12505,18545
12505,18545,14765
18545,14765,15518
14765,15518,15480
15518,15480,10185
15480,10185,16474
10185,16474,14351
16474,14351,14193
14351,14193,18857
14193,18857,12821
18857,12821,15941
12821,15941,15041
15941,15041,16942
15041,16942,11830
16942,11830,17129
11830,17129,15800
17129,15800,13433
15800,13433,15722
13433,15722,13275
15722,13275,17529
13275,17529,12424
17529,12424,14975
12424,14975,11152
14975,11152,19759
11152,19759,14552
19759,14552,19899
14552,19899,16014
19899,16014,10013
16014,10013,10775
10013,10775,16062
10775,16062,11691
16062,11691,18836
11691,18836,13935
18836,13935,13183
13935,13183,14742
13183,14742,15923
14742,15923,13348
15923,13348,19068
13348,19068,16414
19068,16414,17685
16414,17685,14461
17685,14461,15217
14461,15217,12648
15217,12648,12685
12648,12685,14374
12685,14374,15797
14374,15797,19635
15797,19635,19786
19635,19786,11773
19786,11773,15660
11773,15660,11952
15660,11952,16284
11952,16284,19187
16284,19187,14005
19187,14005,13020
14005,13020,10456
13020,10456,14886
10456,14886,12605
14886,12605,12518
12605,12518,14137
12518,14137,12694
14137,12694,13823
12694,13823,19366
13823,19366,15936
19366,15936,13790
15936,13790,16881
13790,16881,16814
16881,16814,19933
16814,19933,11159
19933,11159,19852
11159,19852,17022
19852,17022,15392
17022,15392,15716
15392,15716,13657
15716,13657,10593
13657,10593,18886
10593,18886,17561
18886,17561,18181
17561,18181,14669
18181,14669,19969
14669,19969,13479
19969,13479,16573
13479,16573,15954
16573,15954,14045
15954,14045,12833
14045,12833,15832
12833,15832,15746
15832,15746,18151
15746,18151,19768
18151,19768,17597
19768,17597,19988
17597,19988,15134
19988,15134,14169
15134,14169,18428
14169,18428,13175
18428,13175,12473
13175,12473,18314
12473,18314,10309
18314,10309,19144
10309,19144,16025
19144,16025,17415
16025,17415,19347
17415,19347,10309
19347,10309,17979
10309,17979,11197
17979,11197,12763
11197,12763,14875
12763,14875,13094
14875,13094,17421
13094,17421,18295
17421,18295,18365
18295,18365,17669
18365,17669,10197
17669,10197,13922
10197,13922,14826
13922,14826,15740
14826,15740,15391
15740,15391,19272
15391,19272,11792
19272,11792,19245
11792,19245,13802
19245,13802,14985
13802,14985,10086
14985,10086,15579
10086,15579,18900
15579,18900,14300
18900,14300,15316
14300,15316,11681
15316,11681,17171
11681,17171,17947
17171,17947,12992
17947,12992,19054
12992,19054,17159
19054,17159,18998
17159,18998,18911
18998,18911,14611
18911,14611,12983
14611,12983,15408
12983,15408,13362
15408,13362,16925
13362,16925,10193
16925,10193,16554
10193,16554,11242
16554,11242,17418
11242,17418,16545
17418,16545,18617
16545,18617,14220
18617,14220,19980
14220,19980,10209
19980,10209,19705
10209,19705,12036
19705,12036,11160
12036,11160,15653
11160,15653,11287
15653,11287,15738
11287,15738,17389
15738,17389,16229
17389,16229,13474
16229,13474,12847
13474,12847,18088
12847,18088,12025
18088,12025,10931
12025,10931,12290
10931,12290,12872
12290,12872,10726
12872,10726,16133
10726,16133,10205
16133,10205,15803
10205,15803,12662
15803,12662,10054
12662,10054,13300
10054,13300,17351
13300,17351,11952
17351,11952,18605
11952,18605,19396
18605,19396,15943
19396,15943,12611
15943,12611,14208
12611,14208,14961
14208,14961,16602
14961,16602,10452
16602,10452,17347
10452,17347,18813
17347,18813,19535
18813,19535,11070
19535,11070,17960
11070,17960,15037
17960,15037,18303
15037,18303,15110
18303,15110,11348
15110,11348,14754
11348,14754,16303
14754,16303,15857
16303,15857,15942
15857,15942,16250
15942,16250,10226
16250,10226,17943
10226,17943,15041
17943,15041,14121
15041,14121,15939
14121,15939,17440
15939,17440,16552
17440,16552,13258
16552,13258,13837
13258,13837,12207
13837,12207,16048
12207,16048,17592
16048,17592,17447
17592,17447,17564
17447,17564,18915
17564,18915,12830
18915,12830,14412
12830,14412,17265
14412,17265,19633
17265,19633,12012
19633,12012,13423
12012,13423,13037
13423,13037,12492
13037,12492,11136
12492,11136,16780
11136,16780,11898
16780,11898,10337
11898,10337,15934
10337,15934,15533
15934,15533,14253
15533,14253,11034
14253,11034,15131
11034,15131,11209
15131,11209,17725
11209,17725,14895
17725,14895,12173
14895,12173,14320
12173,14320,13659
14320,13659,12616
13659,12616,13957
12616,13957,15726
13957,15726,11235
15726,11235,18547
11235,18547,19534
18547,19534,18210
19534,18210,10015
18210,10015,11693
10015,11693,18586
11693,18586,18266
18586,18266,10273
18266,10273,12754
10273,12754,18795
12754,18795,16410
18795,16410,19648
16410,19648,11783
19648,11783,11034
11783,11034,18886
11034,18886,19747
18886,19747,10135
19747,10135,16674
10135,16674,14596
16674,14596,11947
14596,11947,11547
11947,11547,15636
11547,15636,18692
15636,18692,15633
18692,15633,19043
15633,19043,19510
19043,19510,19813
19510,19813,15518
19813,15518,18372
15518,18372,15541
18372,15541,17356
15541,17356,19823
17356,19823,19470
19823,19470,13191
19470,13191,18436
13191,18436,12910
18436,12910,18071
12910,18071,17584
18071,17584,19053
17584,19053,14295
19053,14295,18488
14295,18488,12789
18488,12789,14640
12789,14640,14384
14640,14384,19203
14384,19203,17413
19203,17413,10965
17413,10965,10623
10965,10623,19364
10623,19364,10393
19364,10393,16452
10393,16452,13125
16452,13125,11433
13125,11433,14921
11433,14921,11562
14921,11562,10575
11562,10575,17306
10575,17306,12709
17306,12709,15636
12709,15636,19120
15636,19120,18698
19120,18698,13188
18698,13188,15553
13188,15553,17765
15553,17765,12186
17765,12186,18332
12186,18332,17563
18332,17563,11707
17563,11707,13540
11707,13540,15342
13540,15342,19092
15342,19092,13916
19092,13916,18035
13916,18035,16936
18035,16936,15765
16936,15765,11178
15765,11178,14613
11178,14613,19821
14613,19821,16924
19821,16924,19019
16924,19019,12834
19019,12834,10971
12834,10971,12160
10971,12160,14304
12160,14304,14254
14304,14254,12283
14254,12283,15963
12283,15963,11550
15963,11550,18615
11550,18615,14878
18615,14878,14454
14878,14454,12519
14454,12519,18280
12519,18280,18597
18280,18597,11141
18597,11141,16275
11141,16275,19362
16275,19362,12449
19362,12449,10439
12449,10439,17114
10439,17114,19392
17114,19392,11404
19392,11404,10207
11404,10207,19437
10207,19437,16491
19437,16491,13041
16491,13041,13268
13041,13268,12543
13268,12543,19137
12543,19137,11707
19137,11707,16461
11707,16461,10154
16461,10154,10534
10154,10534,16292
10534,16292,14678
16292,14678,16687
14678,16687,15551
16687,15551,10270
15551,10270,16280
10270,16280,11945
16280,11945,10383
11945,10383,15953
10383,15953,16396
15953,16396,15751
16396,15751,15756
15751,15756,15283
15756,15283,14911
15283,14911,15089
14911,15089,15266
15089,15266,16823
15266,16823,18532
16823,18532,15198
18532,15198,16802
15198,16802,16573
16802,16573,16872
16573,16872,14149
16872,14149,17895
14149,17895,11755
17895,11755,18649
11755,18649,18498
18649,18498,10617
18498,10617,18312
10617,18312,18440
18312,18440,15717
18440,15717,10404
15717,10404,11377
10404,11377,12679
11377,12679,12326
12679,12326,17615
12326,17615,19937
17615,19937,13163
19937,13163,15579
13163,15579,13080
15579,13080,12914
13080,12914,11810
12914,11810,12911
11810,12911,16034
12911,16034,19782
16034,19782,15369
19782,15369,16719
15369,16719,18387
16719,18387,12422
18387,12422,18128
12422,18128,10026
18128,10026,15347
10026,15347,16235
15347,16235,16692
16235,16692,16522
16692,16522,14792
16522,14792,11981
14792,11981,14923
11981,14923,12583
14923,12583,15861
12583,15861,14292
15861,14292,19305
14292,19305,10390
19305,10390,18130
10390,18130,10113
18130,10113,16713
10113,16713,16525
16713,16525,11610
16525,11610,17645
11610,17645,17182
17645,17182,16705
17182,16705,18140
16705,18140,12075
18140,12075,14951
12075,14951,10472
14951,10472,19797
10472,19797,14500
19797,14500,15650
14500,15650,14889
15650,14889,18480
14889,18480,16485
18480,16485,18278
16485,18278,10723
18278,10723,19360
10723,19360,19871
19360,19871,12709
19871,12709,11028
12709,11028,12316
11028,12316,13165
12316,13165,16088
13165,16088,15431
16088,15431,17148
15431,17148,10022
17148,10022,16874
10022,16874,17921
16874,17921,11804
17921,11804,10613
11804,10613,17160
10613,17160,10645
17160,10645,15327
10645,15327,15554
15327,15554,19223
15554,19223,10656
19223,10656,17533
10656,17533,16644
17533,16644,17818
16644,17818,11500
17818,11500,18079
11500,18079,19395
18079,19395,16804
19395,16804,11960
16804,11960,19021
11960,19021,17901
19021,17901,19008
17901,19008,16097
19008,16097,16130
16097,16130,18556
16130,18556,12694
18556,12694,19011
12694,19011,14721
19011,14721,15194
14721,15194,13333
15194,13333,16650
13333,16650,13926
16650,13926,14417
13926,14417,13998
14417,13998,10220
13998,10220,14590
10220,14590,14038
14590,14038,10209
14038,10209,18991
10209,18991,10353
18991,10353,16248
10353,16248,12465
16248,12465,14168
12465,14168,17812
14168,17812,11810
17812,11810,17392
11810,17392,17669
17392,17669,11536
17669,11536,16791
11536,16791,15176
16791,15176,19641
15176,19641,17641
19641,17641,13691
17641,13691,14702
13691,14702,15514
14702,15514,14555
15514,14555,13546
14555,13546,19617
13546,19617,13246
19617,13246,14896
13246,14896,12381
14896,12381,15227
12381,15227,18973
15227,18973,19636
18973,19636,10142
19636,10142,10356
10142,10356,11720
10356,11720,16289
11720,16289,15492
16289,15492,12015
15492,12015,17878
12015,17878,12292
17878,12292,10570
12292,10570,19803
10570,19803,10002
19803,10002,11211
10002,11211,16442
11211,16442,17236
16442,17236,16350
17236,16350,12333
16350,12333,14983
12333,14983,11685
14983,11685,10753
11685,10753,12512
10753,12512,11297
12512,11297,16511
11297,16511,13896
16511,13896,13762
13896,13762,14780
13762,14780,19663
14780,19663,10781
19663,10781,16886
10781,16886,12024
16886,12024,17252
12024,17252,18729
17252,18729,10233
18729,10233,18929
10233,18929,18534
18929,18534,16945
18534,16945,13745
16945,13745,15167
13745,15167,16312
15167,16312,16567
16312,16567,16731
16567,16731,12829
16731,12829,14561
12829,14561,15506
14561,15506,13392
15506,13392,14503
13392,14503,10337
14503,10337,19187
10337,19187,17499
19187,17499,10792
17499,10792,17846
10792,17846,12935
17846,12935,19120
12935,19120,17498
19120,17498,11233
17498,11233,12325
11233,12325,17246
12325,17246,11983
17246,11983,10140
11983,10140,17979
10140,17979,10199
17979,10199,17796
10199,17796,12676
17796,12676,14873
12676,14873,14713
14873,14713,17529
14713,17529,11851
17529,11851,19990
11851,19990,19441
19990,19441,12123
19441,12123,12360
12123,12360,14012
12360,14012,16996
14012,16996,10117
16996,10117,13057
10117,13057,10906
13057,10906,15704
10906,15704,11306
15704,11306,10257
11306,10257,14476
10257,14476,11259
14476,11259,19155
11259,19155,15135
19155,15135,18386
15135,18386,17509
18386,17509,13445
17509,13445,15208
13445,15208,16239
15208,16239,14293
16239,14293,14610
14293,14610,15900
14610,15900,19690
15900,19690,12978
19690,12978,15262
12978,15262,10560
15262,10560,16935
10560,16935,11226
16935,11226,18776
11226,18776,14696
18776,14696,18500
14696,18500,18250
18500,18250,13495
18250,13495,12948
13495,12948,17453
12948,17453,11984
17453,11984,10930
11984,10930,16964
10930,16964,17131
16964,17131,15603
17131,15603,10796
15603,10796,18677
10796,18677,15326
18677,15326,12240
15326,12240,15988
12240,15988,10912
15988,10912,14878
10912,14878,17950
14878,17950,19519
17950,19519,10489
19519,10489,14700
10489,14700,14818
14700,14818,19195
14818,19195,18529
19195,18529,19532
18529,19532,13878
19532,13878,16171
13878,16171,12773
16171,12773,13103
12773,13103,14882
13103,14882,12953
14882,12953,10315
12953,10315,11118
10315,11118,17502
11118,17502,19156
17502,19156,11964
19156,11964,16032
11964,16032,15511
16032,15511,15784
15511,15784,17976
15784,17976,14723
17976,14723,12483
14723,12483,16467
12483,16467,19599
16467,19599,16890
19599,16890,16405
16890,16405,19052
16405,19052,16203
19052,16203,18716
16203,18716,14740
18716,14740,14176
14740,14176,18989
14176,18989,15161
18989,15161,17186
15161,17186,18655
17186,18655,13794
18655,13794,10056
13794,10056,17319
10056,17319,17313
17319,17313,17285
17313,17285,17945
17285,17945,10719
17945,10719,12522
10719,12522,18445
12522,18445,10511
18445,10511,13945
10511,13945,12276
13945,12276,10104
12276,10104,16082
10104,16082,12419
16082,12419,19944
12419,19944,12740
19944,12740,13140
12740,13140,16154
13140,16154,12546
16154,12546,13684
12546,13684,12883
13684,12883,17579
12883,17579,17164
17579,17164,18624
17164,18624,18740
18624,18740,13925
18740,13925,10031
13925,10031,12579
10031,12579,19046
12579,19046,14328
19046,14328,16718
14328,16718,16092
16718,16092,10243
16092,10243,13025
10243,13025,10220
13025,10220,15050
10220,15050,14685
15050,14685,17801
14685,17801,16363
17801,16363,19096
16363,19096,12618
19096,12618,17265
12618,17265,19802
17265,19802,12434
19802,12434,12268
12434,12268,16352
12268,16352,18146
16352,18146,10401
18146,10401,17331
10401,17331,19177
17331,19177,17474
19177,17474,19117
17474,19117,15865
19117,15865,14360
15865,14360,16785
14360,16785,16569
16785,16569,12832
16569,12832,12633
12832,12633,18556
12633,18556,18338
18556,18338,16023
18338,16023,10525
16023,10525,12005
10525,12005,16028
12005,16028,13359
16028,13359,12145
13359,12145,10326
12145,10326,13225
10326,13225,12919
13225,12919,10800
12919,10800,12787
10800,12787,10326
12787,10326,16793
10326,16793,16044
16793,16044,14171
16044,14171,18712
14171,18712,13508
18712,13508,12889
13508,12889,10238
12889,10238,11957
10238,11957,16834
11957,16834,15376
16834,15376,19619
15376,19619,17200
19619,17200,19227
17200,19227,15298
19227,15298,17994
15298,17994,15574
17994,15574,13868
15574,13868,18921
13868,18921,13098
18921,13098,16672
13098,16672,18880
16672,18880,17609
18880,17609,11424
17609,11424,14457
11424,14457,11457
14457,11457,19268
11457,19268,14337
19268,14337,17677
14337,17677,10438
17677,10438,18249
10438,18249,12939
18249,12939,17105
12939,17105,10265
17105,10265,11988
10265,11988,17845
11988,17845,17445
17845,17445,15780
17445,15780,15335
15780,15335,15263
15335,15263,18554
15263,18554,15564
18554,15564,10296
15564,10296,18774
10296,18774,17034
18774,17034,18076
17034,18076,16076
18076,16076,16996
16076,16996,14773
16996,14773,17317
14773,17317,13205
17317,13205,16100
13205,16100,13133
16100,13133,14160
13133,14160,17882
14160,17882,15533
17882,15533,15100
15533,15100,11079
15100,11079,11702
11079,11702,13234
11702,13234,16993
13234,16993,10024
16993,10024,17205
10024,17205,13834
17205,13834,15669
13834,15669,15878
15669,15878,14997
15878,14997,16891
14997,16891,14853
16891,14853,19362
14853,19362,11822
19362,11822,10276
11822,10276,16675
10276,16675,13712
16675,13712,16383
13712,16383,10991
16383,10991,10365
10991,10365,15748
10365,15748,18814
15748,18814,10051
18814,10051,17295
10051,17295,11332
17295,11332,10659
11332,10659,19753
10659,19753,13349
19753,13349,13292
13349,13292,10184
13292,10184,17197
10184,17197,17872
17197,17872,17838
17872,17838,17000
17838,17000,16245
17000,16245,11505
16245,11505,17984
11505,17984,18569
17984,18569,11121
18569,11121,19553
11121,19553,14040
19553,14040,19636
14040,19636,12794
19636,12794,19183
12794,19183,18989
19183,18989,19130
18989,19130,17811
19130,17811,18390
17811,18390,12847
18390,12847,12459
12847,12459,10589
12459,10589,18565
10589,18565,16684
18565,16684,19990
16684,19990,19753
19990,19753,12512
19753,12512,15499
12512,15499,16225
15499,16225,12677
16225,12677,18643
12677,18643,15135
18643,15135,10241
15135,10241,12840
10241,12840,12045
12840,12045,16270
12045,16270,13482
16270,13482,13734
13482,13734,16070
13734,16070,17849
16070,17849,14889
17849,14889,15316
14889,15316,11066
15316,11066,11573
11066,11573,16468
11573,16468,13517
16468,13517,16394
13517,16394,13557
16394,13557,10715
13557,10715,17108
10715,17108,15972
17108,15972,13081
15972,13081,16288
13081,16288,10466
16288,10466,18120
10466,18120,16094
18120,16094,15216
16094,15216,12394
15216,12394,15859
12394,15859,18193
15859,18193,17534
18193,17534,17265
17534,17265,10954
17265,10954,15930
10954,15930,13162
15930,13162,19838
13162,19838,12577
19838,12577,11487
12577,11487,12879
11487,12879,11031
12879,11031,10003
11031,10003,14088
10003,14088,17640
14088,17640,13313
17640,13313,16500
13313,16500,15445
16500,15445,13727
15445,13727,19275
13727,19275,13809
19275,13809,15939
13809,15939,12094
15939,12094,18491
12094,18491,19937
18491,19937,16861
19937,16861,13881
16861,13881,12323
13881,12323,15607
12323,15607,16254
15607,16254,18780
16254,18780,13986
18780,13986,17107
13986,17107,12116
17107,12116,12398
12116,12398,18130
12398,18130,19823
18130,19823,11443
19823,11443,18639
11443,18639,11540
18639,11540,19570
11540,19570,19966
19570,19966,19229
19966,19229,17678
19229,17678,15253
17678,15253,18869
15253,18869,19747
18869,19747,14352
19747,14352,12329
14352,12329,19335
12329,19335,19873
19335,19873,18414
19873,18414,11364
18414,11364,10177
11364,10177,16980
10177,16980,10048
16980,10048,11075
10048,11075,14987
11075,14987,17527
14987,17527,15609
17527,15609,12160
15609,12160,12329
12160,12329,13332
12329,13332,15767
13332,15767,16872
15767,16872,10458
16872,10458,18877
10458,18877,12071
18877,12071,12879
12071,12879,15100
12879,15100,17128
15100,17128,10125
17128,10125,15545
10125,15545,19732
15545,19732,15204
19732,15204,15998
15204,15998,19708
15998,19708,19565
19708,19565,16709
19565,16709,17032
16709,17032,18322
17032,18322,18495
18322,18495,11264
18495,11264,18544
11264,18544,12765
18544,12765,11475
12765,11475,12851
11475,12851,16017
12851,16017,17123
16017,17123,17262
17123,17262,14127
17262,14127,19411
14127,19411,14294
19411,14294,15418
14294,15418,16005
15418,16005,15317
16005,15317,10253
15317,10253,17456
10253,17456,15098
17456,15098,16210
15098,16210,18335
16210,18335,13328
18335,13328,14079
13328,14079,13958
14079,13958,15951
13958,15951,17184
15951,17184,10370
17184,10370,10743
10370,10743,11399
10743,11399,10426
11399,10426,18878
10426,18878,16529
18878,16529,19100
16529,19100,10596
19100,10596,16813
10596,16813,18958
16813,18958,16110
18958,16110,17239
16110,17239,18492
17239,18492,17835
18492,17835,18631
17835,18631,11199
18631,11199,17239
11199,17239,19252
17239,19252,11703
19252,11703,14629
11703,14629,19747
14629,19747,15767
19747,15767,19318
15767,19318,14467
19318,14467,19500
14467,19500,18740
19500,18740,19767
18740,19767,17316
19767,17316,18412
17316,18412,11737
18412,11737,19785
11737,19785,12886
19785,12886,19382
12886,19382,10582
19382,10582,16055
10582,16055,19843
16055,19843,13506
19843,13506,13936
13506,13936,10587
13936,10587,17154
10587,17154,18357
17154,18357,15875
18357,15875,16365
15875,16365,18655
16365,18655,16695
18655,16695,12849
16695,12849,10459
12849,10459,15023
10459,15023,15487
15023,15487,18687
15487,18687,15336
18687,15336,15558
15336,15558,19764
15558,19764,19780
19764,19780,12776
19780,12776,11224
12776,11224,16791
11224,16791,19566
16791,19566,16795
19566,16795,12522
16795,12522,19656
12522,19656,11684
19656,11684,15911
11684,15911,15746
15911,15746,15722
15746,15722,14060
15722,14060,12437
14060,12437,15398
12437,15398,15069
15398,15069,18947
15069,18947,12438
18947,12438,13222
12438,13222,14484
13222,14484,18534
14484,18534,17295
18534,17295,19951
17295,19951,13772
19951,13772,17485
13772,17485,14760
17485,14760,18988
14760,18988,15008
18988,15008,14985
15008,14985,16139
14985,16139,18841
16139,18841,19700
18841,19700,17676
19700,17676,16628
17676,16628,15944
16628,15944,17364
15944,17364,18965
17364,18965,18926
18965,18926,18265
18926,18265,10799
18265,10799,10285
10799,10285,16301
10285,16301,11801
16301,11801,19326
11801,19326,18203
19326,18203,16775
18203,16775,16563
16775,16563,11001
16563,11001,17236
11001,17236,19354
17236,19354,19738
19354,19738,13907
19738,13907,10866
13907,10866,13364
10866,13364,10409
13364,10409,14324
10409,14324,11343
14324,11343,17250
11343,17250,14201
17250,14201,16709
14201,16709,17435
16709,17435,15125
17435,15125,12097
15125,12097,12015
12097,12015,18241
12015,18241,12370
18241,12370,16026
12370,16026,10500
16026,10500,17348
10500,17348,15431
17348,15431,16737
15431,16737,15181
16737,15181,12339
15181,12339,11346
12339,11346,13159
11346,13159,13566
13159,13566,17093
13566,17093,13574
17093,13574,16717
13574,16717,11487
16717,11487,18128
11487,18128,14868
18128,14868,12813
14868,12813,12659
12813,12659,16616
12659,16616,11560
16616,11560,11002
11560,11002,10793
11002,10793,16641
10793,16641,18157
16641,18157,17668
18157,17668,16496
17668,16496,13336
16496,13336,14554
13336,14554,19655
14554,19655,14744
19655,14744,18615
14744,18615,18242
18615,18242,10868
18242,10868,11917
10868,11917,18374
11917,18374,18345
18374,18345,17283
18345,17283,15027
17283,15027,13220
15027,13220,18586
13220,18586,19919
18586,19919,13771
19919,13771,12406
13771,12406,19682
12406,19682,11017
19682,11017,10801
11017,10801,10410
10801,10410,19785
10410,19785,10674
19785,10674,12296
10674,12296,16181
12296,16181,14532
16181,14532,14432
14532,14432,13751
14432,13751,17170
13751,17170,17840
17170,17840,12199
17840,12199,18222
12199,18222,10776
18222,10776,12683
10776,12683,18379
12683,18379,16986
18379,16986,10964
16986,10964,16783
10964,16783,15281
16783,15281,15870
15281,15870,13508
15870,13508,15738
13508,15738,10306
15738,10306,17569
10306,17569,19836
17569,19836,10238
19836,10238,16520
10238,16520,16683
16520,16683,18206
16683,18206,13691
18206,13691,18450
13691,18450,18424
18450,18424,19122
18424,19122,16223
19122,16223,15625
16223,15625,16321
15625,16321,14075
16321,14075,11605
14075,11605,14130
11605,14130,12782
14130,12782,11227
12782,11227,13494
11227,13494,17891
13494,17891,12164
17891,12164,19774
12164,19774,12144
19774,12144,14643
12144,14643,11685
14643,11685,10453
11685,10453,12454
10453,12454,18962
12454,18962,11564
18962,11564,15435
11564,15435,13027
15435,13027,17540
13027,17540,19522
17540,19522,18406
19522,18406,15187
18406,15187,17590
15187,17590,18940
17590,18940,11273
18940,11273,19049
11273,19049,15166
19049,15166,16690
15166,16690,10888
16690,10888,16562
10888,16562,12264
16562,12264,11534
12264,11534,19231
11534,19231,11665
19231,11665,15452
11665,15452,14582
15452,14582,14860
14582,14860,10464
14860,10464,15597
10464,15597,15991
15597,15991,17505
15991,17505,10535
17505,10535,11004
10535,11004,15291
11004,15291,15610
15291,15610,13722
15610,13722,11059
13722,11059,12345
11059,12345,10908
12345,10908,19170
10908,19170,12896
19170,12896,17395
12896,17395,10839
17395,10839,11698
10839,11698,15699
11698,15699,13742
15699,13742,16996
13742,16996,18693
16996,18693,13183
18693,13183,19930
13183,19930,10003
19930,10003,11316
10003,11316,15331
11316,15331,16190
15331,16190,12856
16190,12856,17298
12856,17298,17331
17298,17331,14148
17331,14148,17420
14148,17420,10198
17420,10198,18617
10198,18617,15443
18617,15443,13694
15443,13694,11883
13694,11883,19088
11883,19088,15697
19088,15697,10201
15697,10201,14859
10201,14859,19164
14859,19164,12215
19164,12215,11789
12215,11789,18463
11789,18463,17678
18463,17678,14073
17678,14073,19634
14073,19634,16773
19634,16773,10247
16773,10247,12933
10247,12933,13273
12933,13273,19570
13273,19570,11204
19570,11204,10367
11204,10367,10060
10367,10060,13636
10060,13636,11746
13636,11746,13130
11746,13130,17590
13130,17590,11303
17590,11303,16822
11303,16822,18638
16822,18638,17265
18638,17265,17978
17265,17978,12081
17978,12081,19268
12081,19268,14105
19268,14105,10637
14105,10637,14928
10637,14928,19462
14928,19462,18397
19462,18397,15263
18397,15263,11430
15263,11430,12892
11430,12892,15833
12892,15833,12388
15833,12388,14714
12388,14714,15376
14714,15376,13278
15376,13278,18675
13278,18675,17771
18675,17771,19454
17771,19454,17895
19454,17895,19349
17895,19349,15195
19349,15195,18235
15195,18235,19925
18235,19925,12090
19925,12090,15939
12090,15939,12612
15939,12612,19653
12612,19653,12803
19653,12803,18151
12803,18151,15423
18151,15423,12912
15423,12912,17923
12912,17923,15414
17923,15414,11008
15414,11008,17903
11008,17903,18633
17903,18633,17330
18633,17330,12990
17330,12990,17910
12990,17910,11768
17910,11768,14961
11768,14961,16825
14961,16825,10023
16825,10023,13886
10023,13886,15232
13886,15232,15670
15232,15670,10913
15670,10913,17742
10913,17742,12893
17742,12893,15967
12893,15967,13833
15967,13833,10994
13833,10994,16623
10994,16623,18003
16623,18003,16999
18003,16999,16800
16999,16800,16042
16800,16042,16153
16042,16153,13651
16153,13651,13479
13651,13479,16632
13479,16632,18593
16632,18593,14157
18593,14157,19096
14157,19096,10109
19096,10109,13021
10109,13021,17541
13021,17541,18073
17541,18073,17281
18073,17281,15378
17281,15378,17773
15378,17773,11011
17773,11011,10900
11011,10900,17018
10900,17018,14920
17018,14920,14860
14920,14860,17111
14860,17111,13350
17111,13350,19700
13350,19700,17773
19700,17773,16647
17773,16647,14065
16647,14065,13605
14065,13605,18160
13605,18160,18016
18160,18016,18542
18016,18542,16677
18542,16677,10418
16677,10418,15784
10418,15784,15373
15784,15373,11381
15373,11381,18381
11381,18381,10140
18381,10140,15767
10140,15767,17390
15767,17390,10964
17390,10964,16177
10964,16177,13273
16177,13273,19219
13273,19219,16277
19219,16277,13853
16277,13853,12587
13853,12587,17806
12587,17806,14582
17806,14582,19558
14582,19558,13081
19558,13081,18552
13081,18552,16643
18552,16643,17210
16643,17210,11178
17210,11178,15077
11178,15077,18430
15077,18430,12676
18430,12676,17725
12676,17725,15360
17725,15360,12675
15360,12675,13145
12675,13145,14193
13145,14193,12156
14193,12156,13198
12156,13198,17192
13198,17192,17925
17192,17925,10863
17925,10863,13531
10863,13531,19690
13531,19690,17882
19690,17882,11513
17882,11513,17236
11513,17236,10564
17236,10564,15250
10564,15250,16629
15250,16629,17855
16629,17855,12119
17855,12119,10594
12119,10594,16160
10594,16160,19884
16160,19884,14319
19884,14319,16343
14319,16343,10671
16343,10671,10052
10671,10052,15761
10052,15761,11571
15761,11571,13946
11571,13946,11796
13946,11796,11167
11796,11167,15770
11167,15770,19440
15770,19440,13294
19440,13294,10426
13294,10426,13016
10426,13016,15725
13016,15725,16837
15725,16837,18020
16837,18020,12424
18020,12424,10566
12424,10566,18537
10566,18537,14044
18537,14044,19631
14044,19631,12599
19631,12599,16606
12599,16606,10240
16606,10240,10605
10240,10605,12594
10605,12594,15632
12594,15632,17927
15632,17927,18448
17927,18448,15804
18448,15804,18869
15804,18869,17074
18869,17074,17657
17074,17657,18549
17657,18549,13858
18549,13858,10567
13858,10567,10722
10567,10722,12794
10722,12794,18783
12794,18783,13815
18783,13815,13672
13815,13672,14791
13672,14791,10547
14791,10547,18254
10547,18254,13392
18254,13392,13070
13392,13070,17694
13070,17694,12573
17694,12573,16906
12573,16906,10680
16906,10680,14657
10680,14657,15165
14657,15165,14126
15165,14126,14186
14126,14186,19582
14186,19582,11987
19582,11987,11571
11987,11571,11839
11571,11839,11550
11839,11550,19997
11550,19997,13264
19997,13264,16785
13264,16785,11815
16785,11815,18376
11815,18376,19957
18376,19957,17046
19957,17046,10653
17046,10653,17289
10653,17289,11849
17289,11849,16467
11849,16467,15302
16467,15302,16635
15302,16635,15964
16635,15964,15925
15964,15925,17627
15925,17627,16753
17627,16753,16438
16753,16438,17303
16438,17303,13681
17303,13681,17388
13681,17388,12151
17388,12151,10948
12151,10948,19655
10948,19655,11073
19655,11073,10299
11073,10299,11842
10299,11842,14787
11842,14787,17538
14787,17538,19263
17538,19263,19583
19263,19583,14643
19583,14643,13995
14643,13995,19985
13995,19985,10171
19985,10171,15869
10171,15869,13835
15869,13835,17316
13835,17316,11201
17316,11201,19985
